0:Sol
8:Z Peg
40:V463 Cep
63:CG And
76:V401 And
88:TAU Phe
99:WZ Cas
109:DR Psc
122:TET Oct
139:V747 Cep
145:29 Psc
154:30 Psc:YY Psc
159:BU Psc
171:85 Peg:Gliese 914
181:V822 Cas
183:ZET Scl
186:31 Psc
194:c Psc:32 Psc
215:V396 Cep
226:RU Scl
262:TW And
270:V397 Cep
274:V639 Cas
301:2 Cet
302:V398 Cep
316:NN Peg
320:UU Cet
328:AT Scl
330:9 Cas
336:V739 Cas
344:SV And
355:3 Cet
363:SU And
386:V399 Cep
390:IX Cas
418:V567 Cas
428:Gliese 2
436:Gliese 3
439:Gliese 1:Cordoba 32416
443:33 Psc:BC Psc
457:BH Phe
473:Gliese 4
476:86 Peg
500:BI Phe
516:SW Scl
518:V640 Cas:GJ 9001
520:CE Cet
523:CQ Tuc
531:10 Cas
536:TT Peg
544:V439 And:Gliese 5
578:V421 Peg
590:V341 And
610:BZ Hyi
623:V1006 Cas
632:BK Phe
635:4 Cet
664:5 Cet:AP Psc
677:Alpheratz:Sirrah:ALF And:21 And:DEL Peg
696:CF Cet
699:Gliese 6
703:RU Oct
720:CG Cet
723:V740 Cas
729:87 Peg
730:Gliese 9
738:Gliese 7
746:Caph:Cheph:BET Cas:11 Cas:Gliese 8
761:KAP1 Scl
765:EPS Phe
779:KN Cas
781:SS Cas
796:BD Cas
813:34 Psc
814:GAM3 Oct
817:V342 And
834:V741 Cas
841:22 And
852:NO Peg
864:NP Peg
871:SX Cas
882:V343 And
883:BL Phe
893:AC Cet
910:6 Cet:Gliese 10
919:V344 And
930:KAP2 Scl
940:V742 Cas
950:TET Scl
988:V345 And
989:NQ Peg
999:LN Peg
1030:V470 And
1032:CH Cet
1041:V400 Cep
1067:Algenib:GAM Peg:88 Peg
1068:Gliese 11
1086:23 And
1110:V347 And
1112:V346 And
1131:V401 Cep
1146:CR Tuc
1158:AD Cet
1162:FM Cas
1168:CHI Peg:89 Peg
1170:7 Cet:AE Cet
1182:UY Scl
1196:35 Psc A:UU Psc
1197:35 Psc B
1210:AU Scl
1213:SY Cas
1217:CS Tuc
1222:V363 Cas
1233:V348 And
1236:S Scl
1242:GJ 1005:Luyten 722-22
1289:V349 And
1292:GJ 3021
1295:EZ Psc
1319:36 Psc
1325:BV Psc
1340:37 Psc
1349:Gliese 13
1366:TET And:24 And
1368:Gliese 14
1378:CI Cet
1387:AQ Tuc
1392:38 Psc
1401:ST Cas
1415:AO Cas
1427:39 Psc
1429:BW Psc
1435:BX Psc
1463:Gliese 16
1473:SIG And:25 And
1475:Gliese 15:Groombridge 34
1497:BY Psc
1501:26 And
1507:BM Phe
1543:V377 Cas
1547:Citadelle
1550:TV Cas
1555:BN Phe
1562:Schemali:IOT Cet:8 Cet
1593:VX And
1595:40 Psc
1599:ZET Tuc:Gliese 17
1609:BZ Psc
1627:BO Phe
1645:d Psc:41 Psc
1647:PI Tuc
1652:V743 Cas
1686:RHO And:27 And
1708:IOT Scl
1728:T Cet
1735:V744 Cas
1771:V Psc
1772:42 Psc
1792:BD Cet
1799:LR And
1803:9 Cet:BE Cet
1805:V745 Cas
1808:CK Cet
1830:AV Scl
1834:T Cas
1843:CC Psc
1878:SW And
1880:BP Phe
1901:R And
1921:V746 Cas
1936:Gliese 18
1938:CD Psc
1941:CE Psc
1945:NQ Cas
1948:43 Psc
1960:12 Cas
1993:CT Tuc
2005:BQ Phe
2006:44 Psc
2021:BET Hyi:Gliese 19
2025:45 Psc
2054:V350 And
2072:KAP Phe:Gliese 20
2080:CF Psc
2081:Ankaa:ALF Phe
2085:TU Cas
2100:10 Cet
2120:Gliese 21
2123:CG Psc
2125:AG Phe
2164:BC Scl
2180:AQ And
2210:ETA Scl
2213:46 Psc
2215:AG Cet
2216:V351 And
2219:47 Psc:TV Psc
2224:48 Psc
2232:V1036 Cas
2243:GR And
2247:Felixvarela:BD-17 63
2271:V747 Cas
2274:CL Cet
2285:V352 And
2286:T Scl
2299:V402 Cep
2340:CH Psc
2343:11 Cet
2347:DL Cas
2353:12 Cet
2355:28 And:GN And
2384:V353 And
2388:BB Phe
2415:49 Psc
2462:BR Phe
2472:LAM1 Phe
2474:13 Cas
2484:BET1 Tuc
2486:CE Scl
2487:BET2 Tuc
2505:LAM Cas:14 Cas
2510:FM Psc
2546:TU And
2548:51 Psc
2550:BD Scl
2552:V547 Cas:Gliese 22
2568:52 Psc
2578:BET3 Tuc
2596:V748 Cas
2599:KAP Cas:15 Cas
2618:CM Cet
2629:TET Tuc
2644:ZZ Cas
2651:V354 And
2655:RX Cet
2667:V749 Cas
2707:16 Cas
2731:EN Tuc
2736:K2-96:EPIC 220383386
2762:13 Cet:BU Cet:Gliese 23
2787:14 Cet
2802:LAM2 Phe
2808:V750 Cas
2813:V751 Cas
2848:Gliese 24 B
2852:BG Cet
2865:PY And
2880:AA Scl
2888:Gliese 24 A
2899:V752 Cas
2900:V428 And
2903:53 Psc:AG Psc
2912:PI And:29 And
2920:Fulu:ZET Cas:17 Cas
2933:CU Tuc
2941:Gliese 25
2960:BS Phe
2962:BZ And
2994:15 Cet
3025:BB Cet
3031:EPS And:30 And
3092:DEL And:31 And
3093:54 Psc:Gliese 27
3121:BK Psc
3129:TW Psc
3138:55 Psc
3142:Z Scl
3143:Gliese 27.1
3158:CN Cet
3170:Gliese 29
3171:V753 Cas
3179:Schedar:Shedir:ALF Cas:18 Cas
3206:Gliese 28
3231:32 And
3245:MU Phe
3277:XI Phe
3294:V754 Cas
3300:XI Cas:19 Cas
3330:RHO Tuc
3346:V486 Cas
3356:LAM1 Scl
3362:FF And
3367:V755 Cas
3401:V594 Cas
3405:ETA Phe
3414:PI Cas:20 Cas
3415:V863 Cas:WR 1
3418:Gliese 30
3419:Diphda:Deneb Kaitos:BET Cet:16 Cet:Gliese 31
3432:CC And
3454:V355 And
3455:PHI1 Cet:17 Cet
3456:LAM2 Scl
3479:Cocibolca
3494:EG And
3498:V356 And
3504:OMI Cas:22 Cas
3513:V756 Cas
3518:CI Psc
3559:18 Cet
3572:21 Cas:YZ Cas
3588:Gliese 32
3632:57 Psc:EL Psc
3634:CV Tuc
3675:58 Psc
3685:59 Psc:XX Psc
3693:ZET And:34 And
3697:60 Psc
3721:23 Cas
3730:61 Psc
3760:62 Psc
3765:Gliese 33:Wolf 25
3781:LAM Hyi
3786:DEL Psc:63 Psc
3791:CW Tuc
3801:NU Cas:25 Cas
3808:CK Psc
3810:64 Psc
3812:BG Phe
3821:Achird:ETA Cas:24 Cas:Gliese 34
3829:Van Maanen's Star:Van Maanen 2:Gliese 35:Wolf 28
3839:V757 Cas
3850:Gliese 36
3852:BT Phe
3881:NU And:35 And
3885:65 Psc
3886:XY Cas
3894:BU Phe
3903:AZ Phe
3905:RX Cep
3909:PHI2 Cet:19 Cet:Gliese 37
3919:GO And
3937:FT Psc
3949:RHO Phe
3965:V526 Cas
3998:Gliese 39
4008:VY Cas
4012:Gliese 38
4022:Gliese 40
4084:LAM1 Tuc
4106:CO Cet
4129:V357 And
4147:20 Cet
4148:Gliese 42
4151:Gliese 41
4157:CF Tuc
4200:BQ Tuc
4257:21 Cet
4266:CN Oct
4267:66 Psc
4279:BM Cas
4284:W Cas
4288:36 And
4292:UPS1 Cas:26 Cas
4293:LAM Tuc:LAM2 Tuc
4304:CL Psc
4316:CM Psc
4322:GP And
4328:BV Phe:Gliese 43
4332:CG Scl
4366:k Psc:67 Psc
4371:PHI3 Cet:22 Cet
4406:CX Tuc
4422:Castula:UPS2 Cas:28 Cas
4427:Tsih:Navi:GAM Cas:27 Cas
4433:CN Psc
4436:MU And:37 And
4448:BW Phe
4451:V758 Cas
4452:CO Psc
4463:ETA And:38 And
4473:Gliese 45
4478:Gliese 44
4488:BC Cet
4505:CH Scl
4510:h Psc:68 Psc
4513:CY Tuc
4530:CP Cet
4541:W Tuc
4569:Gliese 46
4577:ALF Scl
4586:CQ Cet
4587:PHI4 Cet:23 Cet
4593:CP Psc
4621:V358 And
4639:DQ And
4652:W Psc
4655:WW Psc
4658:BX Phe
4693:BT Tuc
4707:AK Cet
4717:V551 Cas
4725:RU Cet
4726:CR Cet
4770:XI Scl
4824:Gliese 50
4832:70 Psc
4843:U Cep
4852:SIG Scl
4856:Gliese 48
4872:Gliese 49
4879:CC Tuc
4889:SIG Psc:69 Psc
4900:V359 And
4903:39 And
4906:EPS Psc:71 Psc
4907:V966 Cas
4914:25 Cet
4918:V759 Cas
4945:CQ Psc
4974:CI Scl
4979:26 Cet
4983:V442 And
5002:V360 And
5007:BE Psc
5038:CZ Tuc
5054:Nenque
5074:73 Psc
5081:72 Psc
5091:CR Psc
5100:WR 2
5118:AS Scl
5121:27 Cet
5131:PSI1 Psc A:74 Psc A
5132:PSI1 Psc B:74 Psc B
5138:VW Cas
5141:77 Psc A
5144:77 Psc B
5150:AP Scl
5161:V760 Cas
5164:28 Cet
5165:BET Phe
5175:76 Psc
5193:AW Scl
5204:75 Psc
5227:CS Cet
5239:V487 Cas
5247:Gliese 52
5268:IOT Tuc
5296:30 Cet
5300:UPS Phe
5310:PSI2 Psc:79 Psc
5315:29 Cet
5317:41 And
5319:78 Psc
5321:BS Tuc
5336:MU Cas:30 Cas:Gliese 53
5346:e Psc:80 Psc
5348:Wurren:ZET Phe
5364:ETA Cet:31 Cet
5368:AL Cet
5391:OX Cas
5409:CS Psc
5434:PHI And:42 And
5438:AI Phe
5447:Mirach:BET And:43 And
5450:V361 And
5452:CT Cet
5454:PSI3 Psc:81 Psc
5485:32 Cet
5493:44 And
5496:Gliese 54
5510:33 Cet
5518:31 Cas
5521:V443 And
5525:CT Psc
5529:Emiw
5542:TET Cas:33 Cas
5544:g Psc:82 Psc
5550:45 And
5559:AM Cet
5571:CHI Psc:84 Psc
5586:TAU Psc:83 Psc
5589:32 Cas:RU Cas
5594:34 Cet
5643:YZ Cet:Luyten 725-32
5646:35 Cet
5658:UZ Cas
5661:AI Scl
5662:CU Psc
5666:36 Cet
5674:V1012 Cas
5684:QU And
5688:V761 Cas
5737:Revati:ZET Psc A:86 Psc A
5742:PHI Psc:85 Psc
5743:ZET Psc B:86 Psc B
5746:RT Psc
5772:DT Psc
5778:87 Psc
5799:37 Cet
5803:RU Psc
5812:GJ 3082
5824:88 Psc
5833:38 Cet
5846:BP Cas
5862:NU Phe:Gliese 55
5868:DD Tuc
5896:KAP Tuc
5914:Z Psc
5916:VV Scl
5926:V762 Cas
5938:EW Cet
5939:QV And
5944:V445 And
5951:39 Cet:AY Cet
5955:AD Phe
5976:V763 Cas
5980:UV Psc
5985:40 Cet
6027:V764 Cas
6029:XX And
6037:Gliese 56
6039:DE Tuc
6048:41 Cet
6061:f Psc:89 Psc
6081:V662 Cas
6084:V538 Cas
6093:V465 Cas
6094:VW Scl
6115:AM Tuc
6171:V765 Cas
6174:AQ Cas
6191:AA Cas
6193:UPS Psc:90 Psc
6200:CX Phe
6207:AK Phe
6220:CV Psc
6226:42 Cet
6231:V466 Cas
6242:PHI Cas:34 Cas
6286:CU Cet
6287:V766 Cas
6301:SS Psc
6307:AQ Psc
6312:35 Cas
6315:l Psc:91 Psc
6325:RU Cep
6339:EN Psc
6350:BE Scl
6351:Gliese 57
6379:Gliese 56.5:GJ 9054
6408:BC Phe
6411:Adhil:XI And:46 And
6429:43 Cet
6430:CV Cet
6448:BI Cet
6453:CW Psc
6454:AR Psc
6501:CW Cet
6514:47 And
6527:92 Psc
6536:BF Scl
6537:TET Cet:45 Cet
6539:44 Cet:AV Cet
6552:BG Hyi
6554:RW Psc
6560:HN And
6584:BY Phe
6607:Gliese 58
6609:BZ Phe
6643:Bélénos
6659:BV Scl
6670:46 Cet
6680:V446 And
6686:Ruchbah:DEL Cas:37 Cas
6692:PSI Cas:36 Cas
6706:RHO Psc:93 Psc
6732:94 Psc
6748:47 Cet
6759:R Scl
6794:V529 And
6813:OME And:48 And
6815:95 Psc
6852:V362 And
6856:CC Phe
6867:GAM Phe
6888:WZ Scl
6915:96 Psc
6917:EO Psc
6934:V767 Cas
6942:XX Scl
6952:AW Phe
6960:48 Cet
6981:97 Psc:VX Psc
6998:CX Psc
6999:49 And
7007:MU Psc:98 Psc
7021:CX Cet
7024:SY Phe
7042:AN Psc
7078:38 Cas
7083:DEL Phe
7097:Alpherg:ETA Psc:99 Psc
7103:V768 Cas
7119:AE Psc
7122:V363 And
7134:BF Psc
7139:IM Cas
7145:IZ Per
7149:RR Cet
7183:AE Phe
7192:V636 Cas
7205:V364 And
7218:CY Cet
7235:Gliese 59
7238:V1123 Cas
7260:WW Cas
7280:V1132 Cas
7289:YZ Tri
7294:CHI Cas:39 Cas
7315:BG Scl
7321:KK And
7323:BH Scl
7326:CC Hyi
7330:BI Scl
7345:49 Cet
7364:100 Psc
7372:BB Scl:Gliese 60
7398:VX Scl
7417:WY Cet
7436:101 Psc
7449:BK Scl
7450:50 Cet
7463:TAU Scl
7493:OP And
7496:CD Hyi
7505:CY Psc
7511:V365 And
7512:V769 Cas
7513:Titawin:UPS And:50 And:Gliese 61
7535:PI Psc:102 Psc
7539:Gliese 62
7548:RW Cas
7562:WASP-18
7576:EX Cet
7588:Achernar:ALF Eri
7598:V539 Cas
7607:Nembus:51 And:UPS Per
7635:Gliese 63
7647:SW Cet
7649:CU Phe
7650:40 Cas
7651:GY And
7681:WR 3
7682:CE Hyi
7709:103 Psc
7710:104 Psc
7719:CHI And:52 And
7740:105 Psc
7751:p Eri:Gliese 66
7755:V770 Cas
7757:CZ Cet
7768:CZ Psc
7818:TAU And:53 And
7852:EY Cet
7879:TAU1 Hyi
7884:NU Psc:106 Psc
7918:Gliese 67
7936:V771 Cas
7939:V772 Cas
7940:CD Phe
7948:1 Tri
7951:OQ And
7955:PI Scl
7965:43 Cas:V557 Cas
7978:q1 Eri
7981:107 Psc:Gliese 68
7986:DD Cet
7987:HU Psc
8016:42 Cas
8025:V595 Cas
8034:V366 And
8035:CF Hyi
8046:44 Cas
8051:Gliese 70
8068:PHI Per
8070:Gliese 69
8102:TAU Cet:52 Cet:Gliese 71
8115:V773 Cas
8132:BM Hyi
8156:EU Psc
8159:109 Psc:Gliese 72
8163:SV Scl
8182:V547 Per
8196:DE Cet
8198:Torcular:Torcularis Septentrionalis:OMI Psc:110 Psc
8206:BL Scl
8209:EPS Scl
8210:UZ Psc
8241:q2 Eri
8271:VY Psc
8275:Gliese 74
8281:UV For
8294:TT Cet
8297:V774 Cas
8312:BY Cas
8337:DF Cet
8344:CE Phe
8346:Gliese 76
8362:V987 Cas:Gliese 75
8366:TAU2 Hyi
8387:4 Ari
8398:Gliese 77
8447:TW Cet
8472:DH Hyi
8481:VZ For
8485:CG Hyi
8486:CHI Cet B:EZ Cet
8497:CHI Cet A:53 Cet
8501:DMPP-2
8521:AQ Cet
8544:1 Ari
8565:TT Per
8574:DH Cet
8579:DG Cet
8593:BD Phe
8614:VV Cas
8618:V367 And
8619:VV Ari
8645:Baten Kaitos:ZET Cet:55 Cet
8646:DI Cet
8655:DD Psc
8665:ZZ Tri
8681:WW For
8682:V368 And
8691:Gliese 78
8693:V775 Cas
8698:WX For
8704:1 Per:V436 Per
8714:2 Per
8749:WY For
8751:ETA1 Hyi
8762:FF Eri
8768:Gliese 79
8778:BK Cet
8781:WZ For
8796:Mothallah:Elmuthalleth:Caput Trianguli:ALF Tri:2 Tri
8814:55 And
8821:V776 Cas
8832:Mesarthim:Mesarthun:GAM1 Ari:GAM2 Ari:5 Ari
8833:XI Psc:111 Psc
8837:PSI Phe
8876:CN Ari
8882:PHI Phe
8886:Segin:EPS Cas:45 Cas
8903:Sheratan:Elscheratain:BET Ari:6 Ari:Gliese 80
8928:ETA2 Hyi
8939:CI And
8953:XX For
8968:ZZ Ari
8980:V777 Cas
8985:FG Eri
8991:SIG Hyi
8993:7 Ari:RR Ari
9007:CHI Eri:Gliese 81
9009:OME Cas:46 Cas
9014:V403 Cep
9017:V548 Per
9021:56 And
9042:V391 Cas
9057:X Cas
9061:56 Cet
9110:IOT Ari:8 Ari
9141:DK Cet
9150:V369 And
9153:LAM Ari:9 Ari
9165:58 Cet
9171:AA Tri
9208:XY For
9211:V778 Cas
9222:3 Per
9230:CI Eri
9234:V370 And
9236:ALF Hyi:Gliese 83
9258:AA Cet
9274:DL Cet
9291:V596 Cas:Gliese 82
9306:U Per
9326:57 Cet
9347:UPS Cet:59 Cet
9353:112 Psc
9355:DE Psc
9361:XZ Cet
9372:AR Cet
9383:X Tri
9440:PI For
9443:XZ For
9459:CHI Phe
9472:CH Hyi
9480:48 Cas
9481:V598 Cas
9487:Alrescha:Al Rescha:Rischa:el Rischa:ALF Psc:113 Psc
9494:V779 Cas
9500:V371 And
9505:g Per:4 Per
9538:V780 Cas
9564:52 Cas
9570:EPS Tri:3 Tri
9573:53 Cas
9582:XX Per
9589:60 Cet
9598:50 Cas
9599:DF Psc
9604:V540 Cas
9619:AA Ari
9621:10 Ari
9630:XX Tri
9631:61 Cet
9635:V781 Cas
9640:Almach:Almaak:Alamak:GAM1 And:GAM2 And:57 And
9644:AS Tri
9677:NU For
9701:DM Cet
9716:FN Cet
9717:V404 Cep
9724:Gliese 84
9727:47 Cas
9740:V372 And
9763:49 Cas
9767:Y Eri
9779:V373 And
9796:AB Ari
9802:51 Cas
9807:FO Cet
9809:WZ Psc
9812:CF Phe
9836:KAP Ari:12 Ari
9854:DN Cet
9859:11 Ari
9867:V374 And
9884:Hamal:ALF Ari:13 Ari
9906:V558 Cas
9928:VX Per
9932:SS For
9963:AC Ari
9977:58 And
9990:V472 Per
9996:DO Cet
9997:V782 Cas
10013:AU Ari
10023:V419 And
10027:BX And
10031:54 Cas
10033:62 Cet
10037:GJ 3138
10039:YY For
10053:14 Ari
10055:V351 Per
10064:BET Tri:4 Tri
10077:AB Tri
10099:DP Cet
10138:Gliese 86
10141:V784 Cas
10147:V783 Cas
10155:15 Ari:AV Ari
10173:V785 Cas
10176:59 And A
10180:59 And B
10191:YZ For
10192:RV And
10203:16 Ari
10212:64 Cet
10218:AZ Ari
10220:5 Tri
10227:5 Per
10234:63 Cet
10243:V786 Cas
10248:CI Hyi
10270:GZ And
10279:Gliese 87
10280:IOT Tri:6 Tri:TZ Tri
10303:66 Cet B
10304:CV Phe
10305:66 Cet A
10306:ETA Ari:17 Ari
10312:Gliese 88
10319:AC Tri
10320:MU For:Gliese 89
10321:V450 And
10324:XI1 Cet:65 Cet
10328:19 Ari
10332:UX Per
10339:V451 And
10340:b And:60 And
10366:6 Per
10391:V353 Per
10395:Gliese 91
10418:PI1 Hyi
10438:55 Cas
10463:V549 Per
10472:V Ari
10486:V787 Cas
10489:V550 Per
10491:RV Cet
10513:PI2 Hyi
10522:DQ Cet
10531:V989 Cas:Gliese 90
10535:21 Ari
10540:20 Ari
10541:V354 Per
10559:7 Tri
10576:R Ari
10579:DS Cet
10591:DR Cet
10602:PHI Eri
10615:V473 Per
10618:V990 Cas
10633:V551 Per
10641:V357 Per
10642:67 Cet
10644:DEL Tri:8 Tri:Gliese 92
10670:GAM Tri:9 Tri
10679:DK Tri
10680:DL Tri
10687:W And
10688:Gliese 93
10701:AD Ari
10704:V438 Per
10714:AD Tri
10718:8 Per
10722:BQ Hyi
10729:CHI Per:7 Per
10732:TET Ari:22 Ari
10733:AS Cet
10765:AV For
10793:10 Tri
10798:Gliese 95
10805:V520 Per
10810:23 Ari
10819:c And:62 And
10826:Mira:OMI Cet:68 Cet
10829:T Per
10841:ZZ For
10851:AA For
10904:V605 Cas
10944:63 And:PZ And
10951:V436 And
10961:V505 Per
10964:AE Ari
10981:V552 Per
10995:PR Per
11001:DEL Hyi
11021:69 Cet
11035:AF Ari
11039:CK Hyi
11046:70 Cet
11048:Gliese 96
11060:i Per:9 Per:V474 Per
11072:KAP For:Gliese 97
11093:S Per
11095:KAP Hyi
11098:V553 Per
11174:V440 Per
11192:EP Cet
11220:64 And
11249:XI Ari:24 Ari
11258:LAM Hor
11261:71 Cet:FR Cet
11272:AE Tri
11279:10 Per:V554 Per
11284:V441 Per
11293:TZ Hor
11313:65 And
11314:DT Cet
11318:V559 Cas
11345:RHO Cet:72 Cet
11346:DM Per
11348:AB Cet
11350:R Cet
11369:AG Ari
11390:VW Ari
11391:V475 Per
11397:WASP-33
11400:BS Per
11407:KAP Eri
11420:SZ Cas
11421:AF Tri
11423:S Tri
11427:25 Ari
11432:11 Tri
11437:AG Tri
11452:Gliese 98
11455:CL Hyi
11465:66 And
11477:PHI For
11484:XI2 Cet:73 Cet
11486:12 Tri
11517:RZ Cet
11542:Gliese 99
11548:13 Tri
11565:Gliese 100
11569:IOT Cas
11582:R For
11604:V528 Cas
11607:V529 Cas
11644:TY For
11648:TV Hor
11677:AB For
11678:26 Ari:UU Ari
11698:27 Ari
11722:V555 Per
11757:MU Hyi
11767:Polaris:Alrukaba:ALF UMi:1 UMi
11769:V425 Per
11783:SIG Cet:76 Cet
11784:14 Tri
11785:V375 And
11791:75 Cet
11843:29 Ari
11864:DU Cet
11867:LAM1 For
11888:V556 Per
11894:V788 Cas
11910:U Cet
11918:OME For
11921:DV Cet
11934:WY Hor
11953:V362 Per
11964:CC Eri:Gliese 103
11970:AC For
11978:V789 Cas
11982:AH Ari
11998:DW Cet
12002:77 Cet
12009:V790 Cas
12016:FH Eri
12017:AI Ari
12031:FS Cet
12039:V376 And
12048:79 Cet
12056:V406 And
12071:CO Eri
12086:15 Tri
12093:NU Cet:78 Cet
12097:Gliese 104
12107:80 Cet
12113:DX Cet
12114:Gliese 105
12122:IOT1 For
12136:V377 And
12153:31 Ari
12158:FT Cet
12163:AD For
12178:V791 Cas
12184:30 Ari B
12186:LAM2 For
12189:30 Ari A
